deployment_id,deployment_type,workload_type,cpu_cores,memory_gb,cpu_utilization,memory_utilization,startup_time_seconds,overhead_factor,datacenter_location,pue,renewable_energy_pct,deployment_duration_hours,auto_scaling_enabled,scale_events_per_day,network_io_gbps,storage_io_iops,storage_type,energy_consumption_kwh,carbon_emissions_kg_co2eq,resource_efficiency_score,month_deployed,cost_per_hour_usd
deploy_02222,container,web_service,1,8,,0.746,0.78,0.067,US_West,1.23,0.433,6519.36,False,0.0,1.868,8845.6,hdd,216.756,36.8731,79.8,12,0.2285
deploy_02223,vm,microservice,16,4,0.339,0.324,27.47,0.142,Australia,1.45,0.424,1965.33,True,3.0,0.361,5533.3,nvme,432.5254,174.2473,49.03,1,0.8755
deploy_02224,container,ml_training,4,64,,0.887,12.15,0.041,US_East,1.32,0.78,6307.79,True,5.0,5.159,5100.7,nvme,1570.9936,138.4646,93.38,2,0.9141
deploy_02225,container,database,1,2,0.469,0.9,8.41,0.032,Australia,1.37,0.129,5956.12,True,4.0,3.11,9193.7,hdd,,61.2749,74.77,3,
deploy_02226,container,ml_training,4,16,0.95,0.9,1.36,0.064,US_West,1.35,0.354,4255.76,True,5.0,0.942,2740.5,hdd,543.7733,105.307,93.07,2,0.4237
deploy_02227,vm,microservice,32,128,0.418,0.135,34.51,0.11,Australia,1.48,0.534,7096.98,True,2.0,1.5,9696.8,ssd,5089.3756,1661.6539,47.46,1,2.9706
deploy_02228,vm,streaming,8,64,0.501,0.506,12.53,0.193,US_East,1.34,0.617,8114.21,False,0.0,1.65,7049.0,nvme,2226.7185,321.4458,59.43,7,1.0974
deploy_02229,vm,database,2,1,0.1,0.9,33.88,0.238,Asia_Pacific,,,1015.33,False,0.0,,5619.6,hdd,21.2691,,53.87,2,0.1655
deploy_02230,vm,batch_processing,8,1,0.5,0.512,41.19,0.109,EU_Central,1.37,0.194,436.29,False,0.0,0.256,4845.7,ssd,52.5575,14.8205,62.06,9,0.4787
deploy_02231,container,web_service,2,128,0.467,0.487,3.2,,Canada,1.37,0.457,247.09,True,7.0,0.277,8271.2,hdd,62.6447,5.0981,62.25,9,1.4635
deploy_02232,vm,web_service,4,2,0.425,0.43,99.69,0.218,Asia_Pacific,1.55,0.175,1969.59,False,0.0,36.958,2276.4,nvme,142.2141,70.4011,53.35,5,0.3191
deploy_02233,container,microservice,1,32,0.103,0.54,2.4,0.062,Nordic,1.22,0.683,4388.23,False,0.0,4.911,6660.2,hdd,186.047,5.8963,48.48,4,0.449
deploy_02234,vm,microservice,2,8,0.279,0.524,20.67,0.136,US_East,1.6,0.232,8666.74,True,3.0,3.561,,hdd,360.021,110.5803,52.77,12,0.2758
deploy_02235,container,streaming,16,32,0.822,0.775,4.19,0.088,US_East,1.31,0.259,,False,0.0,,4022.4,ssd,614.7494,182.1468,83.5,9,1.1305
deploy_02236,container,api_gateway,32,1,0.508,0.476,3.78,0.037,US_East,1.4,0.652,4920.14,True,7.0,0.317,7776.8,hdd,2502.3854,348.3413,63.49,4,1.6495
deploy_02237,vm,batch_processing,2,4,0.95,0.9,61.87,0.125,EU_Central,1.43,0.849,7863.32,True,10.0,2.051,425.8,hdd,465.2656,24.5277,91.24,10,0.1942
deploy_02238,vm,cache_service,32,16,0.106,0.446,10.7,0.279,Australia,1.41,0.202,2006.07,True,5.0,0.146,6319.9,nvme,659.9192,368.508,39.23,1,1.7957
deploy_02239,container,streaming,32,64,0.811,0.351,2.09,0.002,Nordic,1.14,0.69,7124.27,True,10.0,0.13,6214.8,ssd,4299.1978,,72.9,1,2.3061
deploy_02240,vm,cache_service,16,4,0.144,0.9,85.01,0.212,Canada,,0.392,4121.65,False,,0.318,2282.9,nvme,546.7706,46.7995,56.38,8,0.8605
deploy_02241,vm,data_processing,4,128,0.604,0.62,32.46,0.198,Nordic,1.16,0.694,1474.42,False,0.0,0.526,9072.2,hdd,468.1926,,66.81,9,1.5706
deploy_02242,container,api_gateway,1,8,0.506,0.425,2.46,0.046,Asia_Pacific,1.39,0.59,5091.89,False,0.0,0.669,6872.9,nvme,176.8914,43.5464,61.61,1,0.1969
deploy_02243,vm,database,1,8,0.227,0.49,21.45,0.211,Australia,1.38,0.225,4601.87,True,3.0,2.735,7545.8,hdd,97.5601,52.9181,47.46,1,0.1612
deploy_02244,container,web_service,16,2,0.409,0.301,5.29,0.058,Nordic,1.09,0.366,2448.28,True,10.0,0.108,,nvme,404.2888,25.6441,53.66,11,0.8382
deploy_02245,container,microservice,2,16,0.409,0.499,4.62,0.032,Australia,1.62,0.129,1312.99,True,5.0,0.26,7250.5,hdd,90.3065,55.0824,60.37,2,0.2808
deploy_02246,vm,streaming,8,2,0.95,0.222,23.23,0.182,Nordic,1.23,0.142,3943.37,False,0.0,1.359,5689.1,ssd,,58.6906,69.22,11,0.4991
deploy_02247,vm,streaming,4,32,0.406,0.479,37.75,0.138,Asia_Pacific,1.39,0.362,7794.79,True,6.0,8.228,9957.9,ssd,962.6047,342.1534,56.51,8,0.5348
deploy_02248,container,data_processing,16,8,,0.9,4.91,0.088,Australia,1.38,0.116,1505.04,False,0.0,2.614,2247.9,ssd,425.0688,263.1663,79.11,2,0.9368
deploy_02249,container,cache_service,16,128,0.319,0.9,3.08,0.03,Australia,1.4,0.31,34.11,True,7.0,1.836,7670.8,nvme,12.7976,6.1857,68.84,10,2.162
deploy_02250,vm,database,32,64,0.233,0.867,35.56,0.293,US_West,1.33,0.723,3982.49,True,5.0,0.211,9552.6,nvme,1870.6428,155.2667,56.51,10,2.2912
deploy_02251,vm,data_processing,16,16,0.508,0.826,28.91,0.263,Australia,1.52,0.15,2325.12,False,0.0,2.253,7396.7,ssd,796.3259,473.6738,67.22,5,1.0218
deploy_02252,container,api_gateway,2,1,0.548,0.479,3.77,0.067,US_East,1.37,0.841,5164.5,True,0.0,0.461,2157.2,ssd,180.2681,11.4936,64.29,11,0.2008
deploy_02253,vm,database,8,128,0.124,0.9,50.62,0.155,Asia_Pacific,1.49,0.265,6481.18,True,6.0,,9293.9,hdd,1681.6862,741.7172,57.3,11,1.7587
deploy_02254,container,api_gateway,32,2,0.577,0.513,3.29,0.064,Asia_Pacific,1.43,0.741,7572.19,True,5.0,0.411,5491.8,nvme,3960.5284,614.7372,66.55,3,
deploy_02255,vm,data_processing,4,1,0.618,0.532,32.3,0.127,EU_Central,1.34,0.107,4896.32,True,,0.446,7122.5,nvme,335.4922,104.8831,66.88,4,0.2777
deploy_02256,vm,batch_processing,16,4,0.499,0.521,50.66,,EU_Central,1.33,0.411,602.07,False,0.0,0.638,2683.6,ssd,143.0936,29.5144,62.34,9,0.9245
deploy_02257,vm,api_gateway,2,64,0.242,0.229,14.36,0.295,EU_Central,1.47,0.83,,False,0.0,0.041,9078.6,nvme,1008.2159,59.9407,37.69,9,0.7729
deploy_02258,vm,streaming,4,4,0.518,0.389,,0.269,Asia_Pacific,1.64,0.257,,False,0.0,1.801,9516.8,nvme,259.4537,115.6233,54.31,11,0.3355
deploy_02259,vm,streaming,1,2,0.1,,31.9,0.131,Canada,1.27,0.422,4736.33,False,0.0,0.369,2399.8,nvme,,4.1547,52.69,2,0.1187
deploy_02260,container,cache_service,2,4,0.224,0.9,6.76,0.043,US_West,1.33,0.358,1583.55,True,8.0,4.179,6064.0,ssd,38.2887,7.3773,64.66,3,0.1595
deploy_02261,vm,data_processing,4,32,0.43,0.452,98.2,0.249,US_West,1.36,,2743.84,False,0.0,0.366,7786.4,hdd,373.7899,67.9063,53.28,7,0.5742
deploy_02262,container,batch_processing,4,8,0.95,0.9,3.81,0.046,Australia,,0.108,887.05,True,,1.536,8136.1,nvme,100.9933,63.0945,93.63,9,0.3609
deploy_02263,container,ml_training,4,1,0.949,0.559,9.91,0.039,Asia_Pacific,1.61,0.172,916.68,False,0.0,1.235,2613.7,nvme,91.8666,45.6325,83.56,10,0.2233
deploy_02264,vm,data_processing,1,32,0.643,0.829,25.64,0.19,US_West,1.26,0.648,2205.69,True,5.0,,,nvme,201.1686,20.7144,74.89,8,0.3974
deploy_02265,vm,ml_training,32,16,,0.526,37.37,0.305,US_East,1.27,0.689,7204.82,True,2.0,4.168,9436.7,ssd,5876.7821,731.4097,74.65,1,1.7969
deploy_02266,container,batch_processing,4,128,0.95,0.781,2.46,0.07,Canada,1.27,0.312,4106.44,False,0.0,5.304,2272.6,nvme,1755.1496,176.0601,89.34,6,1.5783
deploy_02267,vm,batch_processing,8,16,0.479,0.704,21.02,0.146,US_East,1.25,0.271,5577.45,True,5.0,1.008,7107.0,ssd,799.9983,224.6038,65.93,6,0.6045
deploy_02268,container,batch_processing,4,1,,0.709,7.31,0.066,Nordic,1.1,,6602.45,True,3.0,,1401.8,nvme,414.7205,7.87,81.53,4,0.2757
deploy_02269,vm,database,16,128,0.1,0.74,15.39,0.214,US_West,1.3,0.679,2935.07,True,6.0,13.715,5777.4,ssd,805.8405,77.6855,49.77,10,2.1077
deploy_02270,vm,cache_service,8,64,0.344,0.9,28.33,-0.033,Australia,1.46,0.759,,True,5.0,1.918,1419.7,ssd,1185.4183,191.2365,71.74,7,1.0852
deploy_02271,vm,streaming,1,8,0.308,0.428,,0.253,EU_Central,1.33,0.154,8737.07,True,2.0,0.963,6115.0,nvme,231.8867,68.6215,47.59,9,0.1439
deploy_02272,vm,ml_training,16,32,0.622,0.598,12.44,0.254,Nordic,1.2,0.486,7190.65,True,4.0,0.055,3931.2,ssd,2415.4706,124.2276,65.18,5,1.1431
deploy_02273,container,data_processing,16,16,0.66,0.62,,0.07,US_East,1.36,0.359,5639.72,True,3.0,0.333,9761.6,nvme,,435.7509,72.88,10,0.9883
deploy_02274,vm,streaming,1,32,0.342,0.53,30.73,0.109,US_West,1.21,0.523,5066.07,False,0.0,0.776,2417.3,hdd,290.288,41.5166,56.32,2,0.4493
deploy_02275,container,ml_training,1,64,0.95,0.681,12.1,0.062,US_West,1.31,0.465,1554.24,True,6.0,2.182,1374.0,ssd,298.3715,47.9185,86.55,2,0.7063
deploy_02276,container,web_service,8,2,0.1,0.343,2.17,0.064,US_West,1.5,,4245.64,False,0.0,0.783,,nvme,310.4677,21.6535,42.34,11,0.4308
deploy_02277,container,batch_processing,2,2,0.95,0.9,1.75,,Asia_Pacific,1.44,,8363.15,True,7.0,1.629,9010.3,hdd,407.9811,118.2775,93.97,4,0.1645
deploy_02278,container,api_gateway,2,8,0.409,0.465,3.63,0.032,Australia,1.42,0.849,305.66,False,0.0,1.55,,ssd,14.3776,1.4307,59.35,7,0.2323
deploy_02279,container,streaming,32,8,0.522,0.9,4.43,0.066,Nordic,1.34,0.197,7001.19,False,0.0,0.694,5427.8,ssd,3300.0092,264.9745,75.88,2,1.7666
deploy_02280,vm,streaming,2,4,0.881,0.481,17.7,0.119,US_West,1.28,0.469,2240.8,True,3.0,,6084.1,nvme,112.0648,17.85,76.15,2,
deploy_02281,vm,api_gateway,16,32,0.1,0.265,26.23,0.255,Canada,1.23,0.493,3350.06,False,,1.128,7393.7,ssd,583.8468,44.4119,34.31,4,1.1343
deploy_02282,container,ml_training,2,16,0.915,0.9,0.63,0.024,US_East,,0.316,6070.34,False,0.0,0.996,3219.5,ssd,519.1562,,92.88,7,0.3398
deploy_02283,container,streaming,16,8,0.95,0.639,1.52,0.053,Asia_Pacific,1.45,0.313,3296.55,True,5.0,0.584,4980.4,nvme,1306.77,512.1923,85.56,8,0.9606
deploy_02284,container,api_gateway,1,4,0.595,0.321,1.08,0.02,EU_Central,1.45,0.726,,False,0.0,4.686,4538.1,nvme,133.7382,12.8302,62.87,10,
deploy_02285,vm,streaming,2,4,0.383,0.312,18.23,0.104,EU_Central,1.51,0.693,8206.22,False,0.0,0.373,5254.3,ssd,309.391,31.7443,51.52,7,0.1664
deploy_02286,container,data_processing,2,1,0.837,0.558,12.32,0.077,Canada,,0.463,3689.28,False,0.0,1.084,4699.3,hdd,127.3419,10.2645,77.91,1,0.1265
deploy_02287,vm,api_gateway,32,4,0.373,,42.94,0.357,US_West,1.26,0.346,7557.18,False,0.0,26.841,6532.7,ssd,3527.8484,,42.61,3,1.6551
deploy_02288,container,web_service,32,64,0.701,0.803,1.17,0.07,Canada,1.21,0.386,3569.65,False,0.0,0.082,5605.9,ssd,2216.0058,204.1167,80.06,10,2.26
deploy_02289,vm,api_gateway,32,1,0.659,0.261,21.45,0.16,US_West,1.23,0.714,5337.5,True,9.0,1.411,5294.2,ssd,2800.7308,240.7034,59.4,5,1.6432
deploy_02290,container,api_gateway,1,2,0.759,0.335,7.23,0.024,EU_Central,1.36,0.281,1931.65,False,0.0,0.399,3947.3,nvme,43.8972,11.0471,69.7,5,0.1459
deploy_02291,container,data_processing,4,64,0.408,0.466,2.44,0.063,Nordic,1.03,0.584,7831.48,True,4.0,0.194,6002.9,hdd,939.9018,39.1123,58.38,5,0.9271
deploy_02292,vm,microservice,1,128,0.177,0.335,132.45,0.164,EU_Central,,0.791,6302.33,True,9.0,2.211,4618.3,hdd,1138.16,83.3717,42.2,12,1.3537
deploy_02293,vm,api_gateway,4,16,0.286,0.424,10.69,0.169,US_West,1.58,0.702,3712.32,False,0.0,4.361,8285.4,ssd,315.4054,28.1706,49.08,12,0.4198
deploy_02294,vm,streaming,16,128,0.173,0.298,52.21,0.197,Canada,1.15,0.198,705.35,False,0.0,0.302,930.2,nvme,203.3443,24.4538,39.94,1,2.1775
deploy_02295,vm,api_gateway,16,128,0.414,0.647,43.92,0.253,Canada,1.17,0.621,3210.98,False,0.0,0.225,3025.4,hdd,1380.5189,78.5318,58.37,2,2.1002
deploy_02296,vm,api_gateway,2,16,0.421,0.306,16.13,0.175,Australia,1.44,0.31,3613.68,True,4.0,0.26,1267.3,nvme,224.843,108.6773,50.79,2,0.2893
deploy_02297,container,api_gateway,2,128,0.621,0.38,4.92,,US_West,1.28,0.149,3618.89,True,2.0,0.586,3115.4,hdd,1147.2398,292.9426,65.24,10,1.4552
deploy_02298,container,batch_processing,2,8,0.95,0.9,0.92,0.029,Canada,1.39,,6554.67,False,0.0,0.053,6888.9,hdd,414.9917,20.18,94.14,2,0.2134
deploy_02299,vm,cache_service,4,4,0.1,0.9,10.88,0.252,US_West,1.39,0.214,1104.59,True,5.0,0.091,282.5,hdd,47.1831,10.7819,53.44,6,0.3146
deploy_02300,vm,database,1,128,0.364,0.682,34.04,0.356,US_East,1.44,0.31,6346.33,False,0.0,2.296,5296.8,hdd,1782.9869,491.7941,54.35,11,1.4027
deploy_02301,vm,data_processing,16,1,0.532,0.31,132.84,0.191,Canada,1.25,0.657,5538.71,True,6.0,0.545,4123.1,hdd,1374.6946,69.2117,54.86,6,0.8325
deploy_02302,container,data_processing,1,64,0.605,0.882,6.65,0.066,Australia,1.5,0.277,5025.37,False,0.0,,5551.4,hdd,830.5312,420.2348,78.7,9,0.728
deploy_02303,container,streaming,4,64,0.799,0.611,0.62,0.048,Asia_Pacific,,0.736,783.52,False,0.0,10.009,1939.7,ssd,173.5294,27.5037,78.85,3,0.8806
deploy_02304,container,cache_service,8,4,0.216,0.9,4.33,0.056,Asia_Pacific,1.52,,5945.42,False,0.0,0.333,6622.0,nvme,552.0929,131.9434,63.93,2,
deploy_02305,container,web_service,1,32,0.765,0.543,1.97,0.028,Nordic,1.27,0.146,3064.92,False,0.0,0.341,,ssd,264.4869,22.5855,76.02,9,0.3849
deploy_02306,vm,database,2,4,0.1,0.372,11.27,0.132,EU_Central,1.36,0.539,6049.77,False,0.0,0.344,2622.5,hdd,109.2957,17.6351,41.19,1,0.1986
deploy_02307,container,cache_service,2,32,0.432,0.714,3.76,0.062,Australia,1.24,0.76,6032.9,True,8.0,1.047,,ssd,449.8527,75.493,66.87,2,0.4762
deploy_02308,container,microservice,4,8,0.374,0.447,4.39,0.054,Nordic,1.26,0.639,3875.46,True,2.0,1.871,1580.6,hdd,,8.8059,56.75,3,0.3332
deploy_02309,container,web_service,32,16,0.466,0.561,1.25,0.035,Canada,1.13,0.423,5046.96,True,4.0,1.194,8977.4,ssd,1893.1942,163.8994,64.43,12,1.783
deploy_02310,container,database,8,4,0.37,0.9,6.81,0.07,US_East,1.46,0.112,1809.54,True,5.0,0.189,8360.5,ssd,202.047,71.7334,69.69,10,0.5293
deploy_02311,container,web_service,8,8,0.639,0.305,4.09,0.061,US_East,,0.273,4053.38,False,0.0,1.499,8182.7,nvme,667.4891,,62.9,8,0.5336
deploy_02312,vm,api_gateway,4,4,0.31,0.108,39.55,0.249,Canada,1.49,0.445,4001.63,True,1.0,0.081,6102.6,hdd,261.5962,21.7611,38.16,9,0.3084
deploy_02313,vm,batch_processing,16,32,0.254,0.749,32.66,0.374,EU_Central,1.17,0.311,,True,5.0,0.714,2131.3,hdd,349.3077,84.2481,51.4,1,1.1898
deploy_02314,vm,microservice,1,32,,0.236,43.84,0.236,Nordic,1.03,0.726,6885.66,False,0.0,0.323,2945.4,hdd,331.1082,9.0612,40.09,12,0.4191
deploy_02315,container,database,4,128,0.245,0.576,1.14,0.052,Nordic,1.15,0.16,7390.8,True,12.0,5.743,214.4,nvme,1333.5536,112.0492,55.54,2,1.5772
deploy_02316,vm,batch_processing,8,16,0.95,0.9,65.19,0.106,Nordic,1.14,0.186,,False,0.0,0.116,566.9,hdd,997.4427,,91.82,5,0.5945
deploy_02317,vm,database,4,4,0.277,0.9,34.02,0.2,EU_Central,1.33,0.744,7387.46,False,,1.414,1281.5,ssd,378.3516,33.9328,62.1,1,0.2646
deploy_02318,container,data_processing,32,32,0.95,0.788,9.57,0.044,US_East,1.42,0.277,1984.29,False,0.0,0.316,7453.9,hdd,1538.4593,445.0515,90.32,5,1.9442
deploy_02319,container,streaming,1,16,0.62,0.9,1.78,0.04,US_West,1.31,0.449,974.5,False,,1.062,7271.1,hdd,46.4463,7.5936,80.6,6,0.2534
deploy_02320,vm,web_service,8,64,0.1,0.232,54.42,0.282,Nordic,1.21,,5182.88,False,0.0,0.783,1580.0,ssd,735.1175,13.49,32.52,3,1.1156
deploy_02321,container,web_service,4,64,0.721,0.483,,0.044,Canada,1.26,0.585,3920.02,True,3.0,2.613,6689.4,nvme,816.3705,48.5213,72.02,7,0.9109
deploy_02322,vm,data_processing,16,1,0.677,0.892,59.13,0.332,Australia,1.65,0.824,6527.22,True,10.0,36.178,5169.4,hdd,2682.9091,330.3184,73.9,1,0.8481
deploy_02323,container,microservice,8,64,0.431,0.414,5.71,0.032,Australia,1.53,0.736,5813.4,True,3.0,0.841,2308.4,ssd,1464.6992,270.3899,,12,1.0908
deploy_02324,vm,cache_service,1,16,0.336,0.9,124.37,,Asia_Pacific,1.64,0.849,5476.96,False,0.0,3.064,6710.6,nvme,279.3982,23.4864,64.79,6,0.2779
deploy_02325,vm,data_processing,16,4,0.486,0.1,,0.171,Nordic,1.32,0.343,3530.07,True,6.0,3.932,9664.5,hdd,864.6344,56.7934,47.32,4,0.9248
deploy_02326,container,cache_service,32,2,0.289,0.9,1.78,0.061,Nordic,1.26,0.316,6587.95,True,5.0,0.044,988.7,nvme,2228.9127,,,6,1.6535
deploy_02327,vm,microservice,8,32,0.437,0.567,21.98,0.149,US_East,1.42,0.291,3274.57,True,7.0,,8614.4,hdd,595.8962,168.895,60.02,12,0.7301
deploy_02328,container,database,8,2,0.632,0.9,4.97,0.059,Nordic,1.2,0.27,4861.22,False,0.0,10.675,,ssd,567.6717,41.4498,80.5,9,0.4545
deploy_02329,vm,streaming,8,32,,0.611,13.26,0.251,EU_Central,1.34,0.421,,True,7.0,,1688.4,hdd,1232.4655,249.623,53.36,1,0.7388
deploy_02330,vm,database,2,1,0.282,0.501,29.45,0.092,Nordic,1.13,0.325,2241.21,True,8.0,0.337,342.0,ssd,42.6066,2.8742,,5,0.1833
deploy_02331,vm,batch_processing,32,8,0.95,0.33,31.69,0.129,Asia_Pacific,1.38,0.652,4390.46,False,0.0,1.46,2615.2,hdd,3264.889,682.423,74.03,9,1.7008
deploy_02332,vm,microservice,8,1,0.321,0.197,19.31,0.039,EU_Central,1.27,0.28,4319.85,False,0.0,0.523,2429.3,nvme,363.4667,,47.58,9,0.4544
deploy_02333,vm,data_processing,32,128,,0.526,43.7,0.225,Nordic,1.21,0.612,884.9,False,0.0,0.078,9575.6,nvme,928.8334,36.0222,77.01,9,2.8941
deploy_02334,vm,streaming,8,1,0.1,0.568,25.96,0.255,Nordic,,0.515,8297.33,False,0.0,0.322,5529.0,hdd,517.9195,25.1407,43.38,1,0.4219
deploy_02335,vm,microservice,8,8,0.41,0.277,16.76,0.192,EU_Central,1.4,0.127,,True,4.0,7.489,385.4,hdd,1023.5116,312.8673,48.93,5,0.5293
deploy_02336,vm,batch_processing,8,64,0.817,0.9,25.44,0.186,Australia,1.48,0.14,6504.0,False,0.0,0.354,4551.3,ssd,2460.0976,1480.294,84.1,12,1.1147
deploy_02337,container,web_service,2,128,0.673,0.698,2.34,0.056,Asia_Pacific,1.58,0.243,6366.63,True,5.0,2.346,,hdd,2344.8368,1064.5008,76.2,12,1.4358
deploy_02338,container,microservice,1,64,0.334,0.454,2.66,0.027,EU_Central,1.09,0.124,4756.51,True,3.0,0.839,8998.3,ssd,432.7933,132.64,56.15,11,0.7239
deploy_02339,vm,microservice,16,32,0.1,0.238,47.91,0.262,Australia,1.6,0.261,4267.91,False,,0.831,7244.4,ssd,,,33.28,2,1.1847
deploy_02340,vm,web_service,1,128,0.56,0.318,55.56,0.296,US_West,1.21,0.481,2832.65,False,0.0,0.221,3698.4,ssd,858.5622,130.0421,53.09,6,1.3845
deploy_02341,container,ml_training,32,2,0.95,0.736,3.91,0.029,US_East,1.43,0.112,353.72,True,3.0,2.973,6477.9,hdd,243.6182,86.5426,89.21,5,1.6699
deploy_02342,container,web_service,4,8,0.239,0.648,1.25,0.091,Asia_Pacific,1.46,0.231,,False,0.0,6.355,3910.5,ssd,184.392,81.7376,56.25,8,0.2965
deploy_02343,vm,api_gateway,1,64,0.538,0.419,115.31,0.277,Asia_Pacific,1.36,0.843,1164.64,False,0.0,1.446,9766.8,hdd,196.2293,18.4796,55.78,9,0.707
deploy_02344,vm,web_service,32,16,0.652,0.329,32.32,0.309,Australia,1.48,0.455,6339.41,True,2.0,1.53,2105.6,hdd,4772.4656,1821.907,56.69,2,1.8319
deploy_02345,vm,batch_processing,4,32,0.491,0.867,17.66,,Canada,1.41,0.786,3015.49,False,0.0,0.707,2468.6,ssd,352.1268,11.2776,74.47,4,0.5701
deploy_02346,vm,ml_training,4,64,0.95,0.88,15.44,0.236,US_West,1.23,0.704,2580.94,False,0.0,0.059,4861.4,nvme,745.875,63.1135,87.31,7,0.882
deploy_02347,container,database,2,64,0.508,0.9,2.13,0.026,Australia,1.67,0.831,4913.89,False,0.0,1.36,3903.6,nvme,872.5195,103.2529,76.52,11,0.7517
deploy_02348,vm,cache_service,32,2,0.244,0.767,40.71,0.102,US_East,1.34,0.714,7183.83,True,4.0,0.532,8323.4,hdd,2436.1015,272.2784,59.68,8,1.7077
deploy_02349,vm,microservice,32,8,0.34,0.462,30.89,0.189,US_East,1.38,0.15,2967.62,False,0.0,0.491,8426.1,hdd,1332.2745,442.6706,51.8,7,1.7605
deploy_02350,container,batch_processing,2,64,0.95,0.835,2.25,0.041,US_East,1.32,0.768,4206.8,True,4.0,4.147,3109.7,hdd,880.4322,81.7121,91.83,3,0.7762
deploy_02351,container,data_processing,4,1,0.504,,1.89,0.061,US_East,1.49,0.489,6363.03,True,0.0,0.272,6681.0,nvme,406.6755,83.0812,62.55,5,0.2865
deploy_02352,container,batch_processing,1,128,0.95,0.492,0.61,0.057,US_East,1.45,0.832,5812.95,False,0.0,0.452,5241.3,ssd,2403.796,155.734,81.04,6,1.4147
deploy_02353,container,api_gateway,16,4,0.61,0.233,4.78,0.015,US_East,1.55,0.251,4876.89,False,0.0,1.737,,nvme,1576.8209,446.5847,60.93,6,0.8595
deploy_02354,container,batch_processing,8,128,0.95,0.858,1.65,0.077,Australia,1.42,0.501,1750.23,True,3.0,0.688,,hdd,968.9888,338.2532,91.44,2,1.7585
deploy_02355,container,api_gateway,16,8,0.494,0.45,1.22,,Nordic,1.2,0.591,5878.44,False,0.0,3.059,4672.7,ssd,1193.4057,48.8621,62.1,11,0.9584
deploy_02356,container,web_service,2,2,0.329,0.493,0.91,0.087,EU_Central,1.33,0.648,3438.58,True,4.0,4.452,2822.0,nvme,96.3891,11.0658,55.36,7,0.2072
deploy_02357,vm,microservice,2,128,0.47,0.427,18.01,0.193,US_West,1.13,0.43,,True,2.0,2.899,4381.7,hdd,300.311,49.2074,55.81,6,1.4708
deploy_02358,container,web_service,32,64,0.822,0.718,4.13,0.018,Nordic,1.15,0.715,4938.17,True,6.0,0.459,8567.6,ssd,3063.713,87.2061,83.9,5,2.3054
deploy_02359,container,web_service,4,128,0.771,0.517,0.69,0.056,US_West,1.28,0.101,,True,4.0,1.318,9891.9,nvme,2244.8148,586.4371,74.69,8,
deploy_02360,container,microservice,2,2,,0.637,3.54,0.122,US_East,1.4,0.771,8729.75,False,0.0,8.42,6566.0,hdd,360.0819,32.9124,66.53,1,0.1355
deploy_02361,container,web_service,8,2,0.764,0.815,1.01,0.036,EU_Central,1.27,0.717,6854.19,True,7.0,0.686,8824.7,hdd,932.3873,92.286,83.95,12,0.5164
deploy_02362,vm,api_gateway,32,128,0.64,0.453,33.82,,EU_Central,1.23,0.51,1369.58,True,5.0,0.176,1792.8,nvme,1140.2863,180.5364,65.24,7,2.9636
deploy_02363,vm,web_service,8,64,0.656,0.286,10.53,0.114,Australia,1.42,0.164,1315.99,False,0.0,0.461,352.4,ssd,412.3975,229.2635,,7,1.1344
deploy_02364,container,api_gateway,32,4,0.415,0.411,3.83,0.051,US_East,1.47,0.382,2376.85,True,2.0,1.489,7338.3,ssd,1211.1645,299.1639,57.39,1,1.7273
deploy_02365,vm,database,16,64,0.283,0.9,29.04,0.272,Canada,1.24,,8102.24,True,3.0,4.513,,hdd,2240.5069,271.3631,60.17,3,1.4928
deploy_02366,container,api_gateway,32,128,0.367,0.262,4.4,0.063,US_West,1.44,0.311,1298.78,True,4.0,1.896,2617.1,ssd,886.2135,183.1329,50.62,2,2.9664
deploy_02367,vm,batch_processing,32,8,0.1,0.9,54.86,0.178,Canada,1.11,0.299,2608.05,True,4.0,51.94,4219.3,hdd,623.8696,65.6234,55.66,11,1.7414
deploy_02368,vm,batch_processing,4,8,0.804,0.853,15.39,,Canada,1.3,0.311,,False,0.0,6.923,4346.4,hdd,605.6058,62.3816,88.7,7,0.3458
deploy_02369,vm,api_gateway,8,32,0.279,0.1,35.68,0.274,Asia_Pacific,1.5,0.31,5781.24,False,0.0,0.913,3833.6,hdd,1007.448,416.9396,35.94,5,0.74
deploy_02370,vm,data_processing,2,4,0.893,0.9,,0.181,Australia,1.48,0.61,,False,0.0,3.165,6942.7,ssd,389.421,106.395,87.29,2,0.1568
deploy_02371,container,data_processing,16,2,0.563,,1.05,0.036,Nordic,1.17,0.78,4216.48,False,0.0,,2124.6,hdd,865.016,19.0303,74.76,10,0.9199
deploy_02372,vm,batch_processing,2,64,0.878,,25.73,0.096,EU_Central,1.67,0.128,6353.68,False,0.0,0.369,1835.1,nvme,1677.4198,511.9339,79.48,3,0.8017
deploy_02373,vm,database,4,2,0.572,0.68,52.23,0.069,Nordic,1.16,0.621,975.09,False,0.0,0.482,3446.9,ssd,56.2083,2.0604,71.23,7,0.2541
deploy_02374,container,streaming,16,4,0.539,0.337,3.7,0.07,Australia,1.41,0.153,3665.94,True,6.0,8.539,3184.3,nvme,,552.5712,59.57,2,0.9249
deploy_02375,vm,web_service,2,32,0.536,0.427,22.43,0.312,EU_Central,1.58,0.57,5246.28,False,0.0,3.124,2314.2,ssd,689.342,103.6736,54.88,11,0.44
